time,input_voltage,el_power
810.07028,10,1228.79172023015
811.06938,10,1223.04174518756
812.06848,10,1244.96086584765
813.06758,10,1229.259057673
814.06668,10,1248.11702383749
815.06578,10,1262.97440343992
816.06488,10,1248.07756026491
817.06398,10,1245.10147565181
818.06308,10,1275.36554202823
819.06218,10,1263.10120975944
820.06128,10,1263.1359607467
821.06038,10,1285.34917982739
822.05948,10,1294.47793816938
823.05858,10,1280.09676206696
824.05768,10,1292.69365750048
825.05678,10,1286.45899460164
826.05588,10,1310.95757103911
827.05498,10,1290.56013585541
828.05408,10,1315.23676815035
829.05318,10,1302.43505295009
830.05228,10,1319.64517850164
831.05138,10,1302.04647998762
832.05048,10,1336.80359372363
833.04958,10,1321.66107462363
834.04868,10,1323.4972365213
835.04778,10,1342.72898449647
836.04688,10,1349.45962762754
837.04598,10,1330.78013998277
838.04508,10,1362.21677467969
839.04418,10,1347.4065009595
840.04328,10,1362.56991090608
841.04238,10,1348.38109996351
842.04148,10,1377.60070351056
843.04058,10,1365.30768377761
844.03968,10,1366.74673212554
845.03878,10,1386.72980941644
846.03788,10,1397.53476489183
847.03698,10,1385.19217843472
848.03608,10,1403.27004052024
849.03518,10,1423.42695286311
850.03428,10,1405.34469211398
851.03338,10,1423.76026026634
852.03248,10,1411.62992726565
853.03158,10,1437.98211553092
854.03068,10,1426.22581227096
855.02978,10,1444.56758329025
856.02888,10,1457.34988261764
857.02798,10,1442.31963049028
858.02708,10,1458.11057120232
859.02618,10,1456.66566688506
860.02528,10,1477.27759866957
861.02438,10,1462.9120326072
862.02348,10,1486.56523302385
863.02258,10,1474.30662479458
864.02168,10,1494.21316769369
865.02078,10,1481.83035071352
866.01988,10,1510.22255803863
867.01898,10,1489.92099836653
868.01808,10,1504.34605326814
869.01718,10,1498.54807316304
870.01628,10,1524.67003371677
871.01538,10,1507.91113808222
872.01448,10,1535.73117836274
873.01358,10,1519.78426683332
874.01268,10,1539.92286231601
875.01178,10,1523.88241099994
876.01088,10,1547.52128381819
877.00998,10,1536.97849775916
878.00908,10,1558.97974519685
879.00818,10,1553.1564959794
880.00728,10,1573.20479349035
881.00638,10,1556.78909637593
882.00548,10,1577.39429093834
883.00458,10,1594.29115244152
884.00368,10,1577.55536151397
885.00278,10,1604.39106475553
886.00188,10,1592.26529904357
887.00098,10,1611.03850912419
888.00008,10,1596.47380301651
888.99918,10,1620.58242159844
889.99828,10,1633.98442959237
890.99738,10,1617.07106123841
891.99648,10,1631.26194755314
892.99558,10,1644.61615149667
893.99468,10,1630.60701936101
894.99378,10,1631.70518055322
895.99288,10,1665.49495839847
896.99198,10,1654.58432281016
897.99108,10,1660.67450883823
898.99018,10,1678.8718219661
899.98928,10,1674.1791731756
900.98838,10,1691.90532755797
901.98748,10,1681.44573965575
902.98658,10,1702.70032455739
903.98568,10,1713.54769142011
904.98478,10,1692.77656175528
905.98388,10,1722.26363770209
906.98298,10,1708.23856091282
907.98208,10,1723.55156718144
908.98118,10,1713.09816456037
909.98028,10,1741.65397583639
910.97938,10,1728.0043623732
911.97848,10,1751.30946042217
912.97758,10,1746.39413634439
913.97668,10,1762.55834008128
914.97578,10,1746.903446667
915.97488,10,1768.87446091485
916.97398,10,1784.33627815531
917.97308,10,1764.3453204554
918.97218,10,1792.27060930895
919.97128,10,1776.85397706109
920.97038,10,1802.18609860034
921.96948,10,1789.28360412373
922.96858,10,1822.25885442485
923.96768,10,1812.56782790154
924.96678,10,1829.35210623575
925.96588,10,1821.79015232538
926.96498,10,1849.13061652056
927.96408,10,1832.70221402498
928.96318,10,1835.80218493011
929.96228,10,1871.6027401656
930.96138,10,1851.10980585762
931.96048,10,1873.99329883615
932.95958,10,1858.29865127888
933.95868,10,1890.97142789736
934.95778,10,1871.26490662723
935.95688,10,1893.21837921535
936.95598,10,1885.81600265795
937.95508,10,1906.40332783148
938.95418,10,1892.522438963
939.95328,10,1925.15165714742
940.95238,10,1908.69188315652
941.95148,10,1904.88400908738
942.95058,10,1927.21831087998
943.94968,10,1942.49355312884
944.94878,10,1920.20563796505
945.94788,10,1941.62211669966
946.94698,10,1953.2790027691
947.94608,10,1939.38941684733
948.94518,10,1955.38862033675
949.94428,10,1944.97445122459
950.94338,10,1964.62663080467
951.94248,10,1953.74411269657
952.94158,10,1980.68374780153
953.94068,10,1965.18356347086
954.93978,10,1993.41233535506
955.93888,10,1975.13467291933
956.93798,10,2002.4813064149
957.93708,10,2010.59079821072
958.93618,10,1992.27812029559
959.93528,10,2015.58237973761
960.93438,10,2034.43351645948
961.93348,10,2017.75833276145
962.93258,10,2045.9643879707
963.93168,10,2034.02903267799
964.93078,10,2058.86616691806
965.92988,10,2041.02459394511
966.92898,10,2066.62417773176
967.92808,10,2077.51309725153
968.92718,10,2062.74260777919
969.92628,10,2080.54530020035
970.92538,10,2075.33253482191
971.92448,10,2095.61091374376
972.92358,10,2074.64600504349
973.92268,10,2111.02232043062
974.92178,10,2088.32343786618
975.92088,10,2086.5350857733
976.91998,10,2123.09369040363
977.91908,10,2107.87384663119
978.91818,10,2132.08276144425
979.91728,10,2110.79739844879
980.91638,10,2139.83395714081
981.91548,10,2129.50979011189
982.91458,10,2145.63870351685
983.91368,10,2136.1859147217
984.91278,10,2159.54231064694
985.91188,10,2149.09196344356
986.91098,10,2149.17513810846
987.91008,10,2183.98110589674
988.90918,10,2165.41794224725
989.90828,10,2172.83741332034
990.90738,10,2202.80397123987
991.90648,10,2187.91955231208
992.90558,10,2186.05511194493
993.90468,10,2210.79069850828
994.90378,10,2229.38774382201
995.90288,10,2209.94323202583
996.90198,10,2237.34185493428
997.90108,10,2224.86117811323
998.90018,10,2246.76514316977
999.89928,10,2233.31886582203
1000.89838,10,2262.20142886711
1001.89748,10,2273.3317796496
1002.89658,10,2255.67882001785
1003.89568,10,2279.67201475946
1004.89478,10,2272.10588635522
1005.89388,10,2297.62669073478
1006.89298,10,2280.78811437053
1007.89208,10,2302.54786845626
1008.89118,10,2308.88263995013
1009.89028,10,2287.12493135305
1010.88938,10,2325.54811089412
1011.88848,10,2314.01483317232
1012.88758,10,2304.87919056917
1013.88668,10,2329.91795764632
1014.88578,10,2340.5557975947
1015.88488,10,2322.88165761066
1016.88398,10,2340.71028779611
1017.88308,10,2334.76740588251
1018.88218,10,2361.08681740257
1019.88128,10,2345.597208744
1020.88038,10,2346.10067273109
1021.87948,10,2378.2463789104
1022.87858,10,2365.29128881194
1023.87768,10,2366.70202766062
1024.87678,10,2402.02866200637
1025.87588,10,2393.8407480901
1026.87498,10,2390.04376079238
1027.87408,10,2419.50635908721
1028.87318,10,2432.26974717355
1029.87228,10,2408.98997641791
1030.87138,10,2444.80955475698
1031.87048,10,2430.53322771757
1032.86958,10,2446.352942665
1033.86868,10,2428.04650216446
1034.86778,10,2460.71514939658
1035.86688,10,2445.61335550376
1036.86598,10,2467.90662002145
1037.86508,10,2457.31656389777
1038.86418,10,2475.40618709457
1039.86328,10,2489.15568084765
1040.86238,10,2462.43161547781
1041.86148,10,2496.92490789004
1042.86058,10,2470.52958949262
1043.85968,10,2498.19679617236
1044.85878,10,2481.19089088363
1045.85788,10,2514.90126785857
1046.85698,10,2493.13038403051
1047.85608,10,2535.93962455828
1048.85518,10,2507.96503041013
1049.85428,10,2529.82746800043
1050.85338,10,2520.58840471305
1051.85248,10,2544.41369636418
1052.85158,10,2531.34946961264
1053.85068,10,2552.05571398701
1054.84978,10,2538.39726962612
1055.84888,10,2571.7520439291
1056.84798,10,2557.13308992621
1057.84708,10,2546.07669476094
1058.84618,10,2579.11470939547
1059.84528,10,2591.2480161156
1060.84438,10,2571.96984214934
1061.84348,10,2598.22690547402
1062.84258,10,2592.51837696475
1063.84168,10,2610.66226994387
1064.84078,10,2595.388600024
1065.83988,10,2631.50086871277
1066.83898,10,2605.16308516003
1067.83808,10,2606.21426977887
1068.83718,10,2632.1334708437
1069.83628,10,2612.11221773898
1070.83538,10,2631.40396590548
1071.83448,10,2623.93075322847
1072.83358,10,2649.82225451068
1073.83268,10,2631.69211174525
1074.83178,10,2654.83425973571
1075.83088,10,2674.55127810037
1076.82998,10,2656.20466570215
1077.82908,10,2647.18181136264
1078.82818,10,2686.25281411299
1079.82728,10,2671.60204639795
1080.82638,10,2697.15906204581
1081.82548,10,2681.53193408569
1082.82458,10,2708.5760519347
1083.82368,10,2693.24675963842
1084.82278,10,2710.13224194591
1085.82188,10,2727.84123777488
1086.82098,10,2710.32496859597
1087.82008,10,2706.843909438
1088.81918,10,2738.44951350948
1089.81828,10,2726.49524114724
1090.81738,10,2747.65544582554
1091.81648,10,2730.94236804547
1092.81558,10,2764.42025852051
1093.81468,10,2741.12713739069
1094.81378,10,2759.18374173688
1095.81288,10,2756.669915185
1096.81198,10,2776.30220356923
1097.81108,10,2758.39931947883
1098.81018,10,2755.09113379527
1099.80928,10,2793.93854361081
1100.80838,10,2775.21575967344
1101.80748,10,2772.24403515727
1102.80658,10,2806.58048259231
1103.80568,10,2794.97765721367
1104.80478,10,2813.61232325272
1105.80388,10,2807.53642279108
1106.80298,10,2832.57272979348
1107.80208,10,2815.32899537585
1108.80118,10,2835.04035866275
1109.80028,10,2855.52027553912
1110.79938,10,2834.1733497711
1111.79848,10,2832.82169059219
1112.79758,10,2863.85290915298
1113.79668,10,2848.13567556607
1114.79578,10,2849.1273857185
1115.79488,10,2875.00474541597
1116.79398,10,2864.85651614509
1117.79308,10,2885.53116135294
1118.79218,10,2861.09312145144
1119.79128,10,2890.77219919023
1120.79038,10,2872.52207640661
1121.78948,10,2899.46154678511
1122.78858,10,2885.43050204368
1123.78768,10,2910.60137687332
1124.78678,10,2897.09858818611
1125.78588,10,2918.07751027743
1126.78498,10,2907.38134898277
1127.78408,10,2932.2458224855
1128.78318,10,2909.96247800774
1129.78228,10,2942.7738969088
1130.78138,10,2952.38638152207
1131.78048,10,2925.21933894878
1132.77958,10,2959.7218986738
1133.77868,10,2933.07003243935
1134.77778,10,2963.99429611686
1135.77688,10,2945.13800339424
1136.77598,10,2975.22904972495
1137.77508,10,2955.54081275058
1138.77418,10,2972.54251905473
1139.77328,10,2984.01096114515
1140.77238,10,2973.98007275059
1141.77148,10,2988.3844773177
1142.77058,10,2972.83871947226
1143.76968,10,2996.10666242572
1144.76878,10,2979.97171241523
1145.76788,10,2981.80440379264
1146.76698,10,3012.40531658133
1147.76608,10,3034.07839456248
1148.76518,10,3003.08272629716
1149.76428,10,3028.41446095849
1150.76338,10,3021.21004997516
1151.76248,10,3041.03799535683
1152.76158,10,3026.74489483538
1153.76068,10,3051.9382067992
1154.75978,10,3036.61150360724
1155.75888,10,3062.20131476947
1156.75798,10,3043.08517385795
1157.75708,10,3079.29166206526
1158.75618,10,3058.38379695554
1159.75528,10,3084.42642532627
1160.75438,10,3102.77180442657
1161.75348,10,3081.1848470431
1162.75258,10,3096.83582319506
1163.75168,10,3079.89264523744
1164.75078,10,3103.80801129588
1165.74988,10,3083.64149339906
1166.74898,10,3117.15489907961
1167.74808,10,3102.16576649654
1168.74718,10,3097.5605612521
1169.74628,10,3122.11407488645
1170.74538,10,3110.52591277909
1171.74448,10,3141.93900692024
1172.74358,10,3121.68626399237
1173.74268,10,3147.83133047583
1174.74178,10,3135.88627110137
1175.74088,10,3162.66127852799
1176.73998,10,3155.53896300528
1177.73908,10,3179.32358079078
1178.73818,10,3163.87162003308
1179.73728,10,3206.74952944047
1180.73638,10,3178.50756680532
1181.73548,10,3212.99408364567
1182.73458,10,3191.41003213343
1183.73368,10,3196.69281559298
1184.73278,10,3235.33226060733
1185.73188,10,3200.18641380518
1186.73098,10,3228.81103780251
1187.73008,10,3205.0274773514
1188.72918,10,3225.22361703877
1189.72828,10,3202.55818104643
1190.72738,10,3229.04896939509
1191.72648,10,3204.70216300289
1192.72558,10,3225.49085317463
1193.72468,10,3201.26923762002
1194.72378,10,3236.92642884386
1195.72288,10,3212.15527524547
1196.72198,10,3209.92154703976
1197.72108,10,3233.97770420385
1198.72018,10,3212.43308401686
1199.71928,10,3227.9022528375
1200.71838,10,3201.70436559108
1201.71748,10,3228.27079882128
1202.71658,10,3211.02009892909
1203.71568,10,3227.63614597467
1204.71478,10,3206.9383710442
1205.71388,10,3223.64233332432
1206.71298,10,3206.8827922131
1207.71208,10,3206.41282845303
1208.71118,10,3229.58047996149
1209.71028,10,3203.2903178648
1210.70938,10,3223.54948696059
1211.70848,10,3206.87375665437
1212.70758,10,3224.006076361
1213.70668,10,3201.56847364172
1214.70578,10,3231.44056785517
1215.70488,10,3213.10024023524
1216.70398,10,3203.80146773448
1217.70308,10,3228.78136006813
1218.70218,10,3236.87958977023
1219.70128,10,3208.7537238252
