time,input_voltage,el_power
847.72,3,1089.89506632597
848.74,3,1179.8431786361
849.78,3,1099.49755289915
850.8,3,1181.55114156417
851.82,3,1100.82381915752
852.82,3,1185.36932537591
853.84,3,1094.25058829291
854.84,3,1158.56729626447
855.84,3,1083.70877037449
856.84,3,1151.72851712422
857.84,3,1087.16681201196
858.84,3,1172.56631656352
859.88,3,1093.19660958886
860.88,3,1182.65255509109
861.92,3,1088.18869232714
862.96,3,1179.20803202808
863.96,3,1091.78266682116
864.96,3,1184.24855137618
865.96,3,1110.56649371556
866.96,3,1179.52277273138
867.96,3,1113.39288459086
868.96,3,1185.33818355321
869.96,3,1101.26215134699
871.02,3,1197.70144533633
872.02,3,1111.84679354153
873.04,3,1200.71247653032
874.04,3,1109.94548364988
875.06,3,1190.67398010314
876.08,3,1097.43729161853
877.08,3,1187.33007919729
878.08,3,1112.88424409969
879.08,3,1185.37078893958
880.08,3,1108.15246888177
881.08,3,1184.00942681194
882.08,3,1104.80890225636
883.14,3,1195.02293945531
884.16,3,1101.03632758738
885.2,3,1184.43278468953
886.24,3,1105.25834941334
887.28,3,1185.53911132643
888.3,3,1112.00588871071
889.3,3,1183.19093335548
890.3,3,1098.6733087097
891.3,3,1188.84032306471
892.3,3,1099.00328720422
893.32,3,1186.50794807296
894.32,3,1095.03182002997
895.34,3,1177.63103428831
896.36,3,1091.51554967996
897.36,3,1173.70394923375
898.42,3,1083.6393713272
899.42,3,1168.93762373419
900.42,3,1102.20275702407
901.42,3,1168.77531971596
902.42,3,1095.45127281217
903.42,3,1169.6419174121
904.42,3,1097.25359963718
905.44,3,1179.11477521585
906.46,3,1104.82243595473
907.48,3,1190.03616766317
908.52,3,1102.85999885618
909.54,3,1185.32788509305
910.58,3,1101.00090168405
911.58,3,1198.34081485833
912.58,3,1122.59374457022
913.58,3,1196.68506244199
914.58,3,1112.41851184816
915.58,3,1197.9549636631
916.58,3,1113.6136830489
917.62,3,1193.62365707162
918.62,3,1107.0306944449
919.64,3,1195.03364315508
920.64,3,1114.72246013658
921.64,3,1193.0430230226
922.64,3,1109.44849948213
923.64,3,1194.8917392381
924.64,3,1115.42137937966
925.64,3,1190.71971779134
926.64,3,1108.11141352756
927.64,3,1198.18548190291
928.68,3,1114.15006151633
929.68,3,1195.24193090397
930.7,3,1105.7224030863
931.72,3,1196.38140690643
932.72,3,1120.74376747906
933.72,3,1194.61248014896
934.74,3,1110.28332866698
935.74,3,1183.05701674782
936.74,3,1100.20307510945
937.74,3,1185.33827693251
938.74,3,1103.20022996014
939.74,3,1177.81536301816
940.74,3,1095.73599102381
941.74,3,1189.55286077564
942.78,3,1092.36437352934
943.8,3,1189.84687769343
944.82,3,1101.1880666534
945.86,3,1190.19900063092
946.86,3,1111.10493095812
947.86,3,1185.55560859648
948.86,3,1115.28606200088
949.86,3,1196.96032898419
950.86,3,1115.59494539578
951.86,3,1204.13365854694
952.9,3,1111.89218073814
953.94,3,1192.28289513665
954.98,3,1115.33598691643
956.04,3,1206.98867429202
957.06,3,1109.07163763814
958.06,3,1203.69849259579
959.06,3,1122.35291142637
960.06,3,1191.71124167698
961.06,3,1118.13560448302
962.06,3,1192.91604728051
963.08,3,1110.34047200571
964.1,3,1206.15708361734
965.1,3,1122.41521472413
966.14,3,1198.31395913993
967.16,3,1110.04825415815
968.18,3,1202.24229412415
969.24,3,1112.80702618196
970.24,3,1192.74857625541
971.24,3,1107.87044310607
972.24,3,1190.9071577011
973.24,3,1108.60402057766
974.26,3,1200.76171429741
975.26,3,1107.2322223428
976.28,3,1190.42889957202
977.34,3,1106.07186359965
978.38,3,1197.96784457151
979.38,3,1107.4059361927
980.4,3,1176.77318319327
981.4,3,1092.34478977026
982.4,3,1166.13427464383
983.4,3,1094.16307490832
984.4,3,1186.2721733335
985.44,3,1114.59611768704
986.48,3,1189.04797433707
987.54,3,1098.85482807316
988.58,3,1199.26309547437
989.62,3,1102.04486282444
990.62,3,1187.58234125073
991.62,3,1111.24874401242
992.62,3,1181.06570137323
993.62,3,1114.60877746551
994.62,3,1198.73311133451
995.64,3,1118.41047981279
996.72,3,1194.71111078352
997.76,3,1118.20307352503
998.76,3,1196.31697366828
999.76,3,1121.03758662484
1000.8,3,1199.43262292014
1001.8,3,1109.56753134371
1002.82,3,1190.85355088938
1003.82,3,1106.29576600691
1004.82,3,1188.81732928344
1005.82,3,1106.13391117056
1006.82,3,1191.50916152455
1007.82,3,1114.94857547846
1008.86,3,1196.25851198084
1009.9,3,1106.96862472319
1010.9,3,1188.92212680047
1011.9,3,1103.07932630833
1012.92,3,1180.38899424014
1013.92,3,1115.62847199857
1014.94,3,1184.2887049948
1015.94,3,1124.30100644911
1016.94,3,1193.47250227818
1017.94,3,1113.60227584101
1018.96,3,1194.63261307657
1019.98,3,1117.05940100274
1021,3,1197.06814112138
1022.06,3,1123.08569311341
1023.1,3,1208.85339797362
1024.14,3,1118.05841524281
1025.16,3,1196.8532847573
1026.16,3,1120.79183039544
1027.16,3,1191.45180785311
1028.16,3,1117.17681776041
1029.16,3,1188.80644143556
1030.16,3,1114.24823869259
1031.16,3,1193.90506888484
1032.18,3,1096.15002340552
1033.2,3,1179.40893021157
1034.2,3,1097.8595526187
1035.24,3,1191.49184936496
1036.24,3,1106.03739425664
1037.24,3,1187.60781063627
1038.24,3,1107.73944080829
1039.24,3,1176.8612216884
1040.24,3,1103.61829614328
1041.24,3,1191.55818195526
1042.26,3,1108.9867947649
1043.3,3,1196.22326716649
1044.34,3,1108.50118780006
1045.38,3,1190.7609553765
1046.4,3,1102.74191772987
1047.46,3,1205.7513455769
1048.46,3,1121.27954476213
1049.46,3,1209.3513499254
1050.46,3,1127.11847971541
1051.46,3,1207.70254551635
1052.46,3,1123.01580528142
1053.48,3,1206.34862216523
1054.5,3,1109.54596089046
1055.54,3,1206.24605541673
1056.56,3,1106.63421057933
1057.58,3,1199.37023555304
1058.58,3,1105.8330922926
1059.6,3,1194.19668037385
1060.6,3,1105.6571363064
1061.6,3,1190.14632364566
1062.6,3,1106.38046033346
1063.62,3,1191.17924781386
1064.62,3,1101.93633177926
1065.62,3,1192.44554627241
1066.64,3,1096.45560187804
1067.64,3,1184.93354112611
1068.68,3,1100.22092985842
1069.76,3,1200.39252813591
1070.78,3,1117.8799007448
1071.78,3,1189.50433614507
1072.78,3,1112.17898856252
1073.78,3,1198.65423068889
1074.78,3,1111.59008207506
1075.78,3,1191.66965815099
1076.82,3,1102.42121766287
1077.84,3,1199.39896035681
1078.86,3,1096.51433897567
1079.92,3,1195.19971986183
1080.98,3,1104.18649153193
1082,3,1188.84063999707
1083,3,1111.80660033228
1084,3,1181.84270174825
1085,3,1103.86052603564
1086,3,1191.53687978471
1087.02,3,1100.66048384095
1088.04,3,1195.23724291515
1089.14,3,1112.70384555483
1090.16,3,1195.51392615116
1091.18,3,1108.7362771137
1092.22,3,1196.71629922135
1093.22,3,1116.2758100951
1094.22,3,1199.57263966426
1095.22,3,1120.09989013838
1096.24,3,1203.36772001316
1097.24,3,1109.36205434127
1098.24,3,1205.51046238615
1099.28,3,1124.98841248653
1100.3,3,1197.48947143243
1101.32,3,1115.07095421818
1102.38,3,1204.60088742171
1103.44,3,1112.63291576884
1104.46,3,1193.10718257448
1105.46,3,1115.18575521641
1106.46,3,1188.65590367017
1107.46,3,1109.9461824522
1108.46,3,1192.78850294175
1109.46,3,1107.60002764765
1110.52,3,1181.30768775633
1111.64,3,1097.51228818047
1112.72,3,1189.11032963655
1113.78,3,1098.81627346528
1114.84,3,1181.931241278
1115.92,3,1099.57136122356
1116.92,3,1180.42059179507
1117.92,3,1112.6065687183
1118.92,3,1181.20114441353
1119.92,3,1103.20364276993
1120.92,3,1196.35258496171
1121.92,3,1099.48367257525
1122.92,3,1198.12437166685
1123.92,3,1112.31019945553
1124.92,3,1199.1229448937
1125.96,3,1106.15581194704
1126.98,3,1189.6957477657
1127.98,3,1119.41890534731
1128.98,3,1208.01819950735
1129.98,3,1120.35314656209
1130.98,3,1201.48838415484
1132,3,1117.84103247715
1133.04,3,1193.82753440285
1134.06,3,1098.81829679203
1135.1,3,1185.19587694307
1136.12,3,1115.47856949139
1137.18,3,1206.15723298581
1138.22,3,1116.38727011224
1139.22,3,1196.39865226699
1140.22,3,1120.50568214768
1141.22,3,1195.65981368031
1142.22,3,1121.53847048501
1143.22,3,1197.18092615857
1144.22,3,1104.93615820367
1145.26,3,1199.42419540172
1146.28,3,1103.79452137561
1147.3,3,1190.04113749323
1148.32,3,1104.28935653486
1149.36,3,1185.02600079485
1150.36,3,1104.78228526588
1151.36,3,1188.76094174506
1152.36,3,1104.81459575704
1153.4,3,1179.02529700487
1154.4,3,1095.44176246826
1155.42,3,1191.7274254821
1156.44,3,1098.36755233022
1157.44,3,1186.08105566387
1158.5,3,1102.70501319332
1159.54,3,1198.42041690923
1160.62,3,1114.28157672941
1161.62,3,1196.54280215858
1162.62,3,1109.12449279216
1163.62,3,1200.14107199796
1164.62,3,1116.12886096764
1165.62,3,1198.57839169722
1166.68,3,1117.31757827952
1167.68,3,1206.45697784164
1168.74,3,1124.3824365806
1169.8,3,1205.90138095949
1170.82,3,1115.81639084516
1171.86,3,1197.89934014123
1172.86,3,1127.77759723358
1173.86,3,1213.29550000608
1174.86,3,1122.00303169913
1175.88,3,1206.45507640165
1176.88,3,1125.36794607741
1177.9,3,1214.85883099798
1178.98,3,1120.81890804936
1180.02,3,1205.25010627111
1181.02,3,1109.44175636356
1182.04,3,1188.08077363945
1183.14,3,1108.40926183264
1184.16,3,1182.25204126365
1185.16,3,1112.03470204417
1186.16,3,1196.21785886952
1187.16,3,1103.85928494185
1188.16,3,1191.8781102606
1189.18,3,1103.28443465059
1190.18,3,1193.10522711148
1191.22,3,1097.14598356659
1192.22,3,1178.91092945694
1193.26,3,1093.89818826271
1194.26,3,1168.01734760274
1195.26,3,1097.82763847077
1196.26,3,1174.85047271876
1197.26,3,1104.59524539103
1198.3,3,1185.93691485285
1199.3,3,1107.23435010013
1200.3,3,1188.98986733107
1201.32,3,1102.62199915535
1202.36,3,1194.27942458639
1203.42,3,1105.09316654427
1204.46,3,1196.07849744578
1205.52,3,1108.97936215831
1206.52,3,1199.08061617084
1207.58,3,1127.38286991747
1208.6,3,1210.32870569311
1209.6,3,1118.13385949408
1210.6,3,1200.40471781546
1211.6,3,1119.40176533239
1212.6,3,1198.55984985386
1213.64,3,1114.56915680386
1214.66,3,1203.00698329824
1215.72,3,1108.43430217224
1216.76,3,1199.01544012637
1217.82,3,1103.14764861655
1218.9,3,1189.42714248445
1219.9,3,1108.86722623275
1220.9,3,1186.54903476233
1221.9,3,1111.92392166534
1222.9,3,1187.36004554562
1223.9,3,1112.05283936734
1224.94,3,1178.59526395279
1225.96,3,1098.15847958693
1227,3,1194.1585608461
1228.08,3,1094.92024355338
1229.1,3,1190.15410225281
1230.12,3,1110.04404240006
1231.14,3,1189.99376452573
1232.14,3,1114.50259362494
1233.14,3,1202.01883700768
1234.18,3,1105.44562794664
1235.18,3,1196.47703400857
1236.24,3,1111.68641682536
1237.24,3,1208.12293268657
1238.28,3,1125.75022010304
1239.3,3,1209.13931644393
1240.34,3,1110.52431060196
1241.4,3,1200.3661225016
1242.4,3,1116.56522387639
1243.4,3,1194.50710898747
1244.4,3,1112.53735594121
1245.4,3,1184.56533016008
1246.46,3,1104.43850414566
1247.52,3,1199.37041409051
1248.54,3,1100.49067407743
1249.56,3,1193.12668202991
1250.66,3,1105.05700362237
1251.66,3,1193.51851535523
1252.68,3,1110.52763387525
1253.68,3,1196.89703431491
1254.68,3,1113.25884904282
1255.68,3,1200.38733085582
1256.68,3,1105.10487276341
1257.7,3,1201.84601044866
1258.7,3,1110.12710048492
1259.8,3,1197.63142230144
1260.86,3,1113.69597393734
1261.92,3,1201.15999119832
1262.92,3,1117.87246657956
1263.92,3,1198.33531608522
1264.94,3,1112.43616639575
1265.94,3,1200.79614131649
1266.94,3,1108.91794766588
1267.94,3,1195.5418268071
1268.98,3,1119.23103083964
1270,3,1199.99479859243
1271.02,3,1118.98839646717
1272.08,3,1198.05325614643
1273.12,3,1108.36526120364
1274.12,3,1196.18188526859
1275.14,3,1109.24837628608
1276.14,3,1195.36751178063
1277.14,3,1102.0621897159
1278.14,3,1184.76902662912
1279.14,3,1095.66859786905
1280.14,3,1186.05968883427
1281.18,3,1111.71177187534
1282.18,3,1182.59692342392
1283.24,3,1106.53199744366
1284.24,3,1193.19568449466
1285.28,3,1113.34251306751
